Journée du 20/11/2010
Heures	Consommation	PrévisionJ-1	Fioul + pointe	Charbon	Gaz	Nucléaire	Eolien	Hydraulique	Autres	Solde	Co2	PrévisionJ		
07:30	58066	57600	0	1417	2054	50497	1447	2570	5564	-5486	4326	58000		
07:45	58246	58100	0	1405	2049	50352	1496	2785	5569	-5411	4314	58500		
08:00	58777	58600	0	1494	2058	50465	1523	2923	5475	-5163	4365	59000		
08:15	59105	59050	0	1398	2104	50229	1537	2972	5579	-4716	4332	59500		
08:30	59984	59500	0	1586	2135	50922	1571	3102	5546	-4880	4510	60000		
08:45	61009	60250	0	1653	2142	51138	1562	4196	5555	-5239	4581	60800		
09:00	61649	61000	0	1634	2140	51092	1554	4898	5557	-5228	4562	61600		
09:15	62481	61700	0	1702	2150	50041	1559	6973	5574	-5520	4638	62250		
09:30	62887	62400	0	1655	2132	49796	1534	8043	5581	-5856	4589	62900		
09:45	63277	62650	0	1651	2129	49732	1496	8613	5562	-5907	4576	63200		
10:00	63548	62900	0	1588	2118	49564	1477	8959	5577	-5737	4518	63500		
10:15	63692	63050	0	1686	2131	49785	1418	9634	5599	-6562	4625	63600		
10:30	63726	63200	0	1609	2120	49674	1369	9686	5634	-6368	4562	63700		
10:45	63683	63100	0	1613	2122	49719	1338	9573	5603	-6286	4554	63650		
11:00	63572	63000	0	1553	2102	49541	1263	9334	5606	-5829	4491	63600		
11:15	63677	63050	0	1475	2111	49583	1222	9039	5686	-5440	4451	63550		
11:30	63495	63100	0	1488	2112	49561	1193	9102	5666	-5629	4455	63500		
11:45	63885	63450	0	1502	2118	49594	1107	9348	5675	-5460	4474	63900		
12:00	64287	63800	0	1497	2109	49572	1096	9366	5679	-5033	4468	64300		
12:15	64669	64100	0	1526	2115	49368	1070	9184	5680	-4277	4499	64650		
12:30	64962	64400	0	1587	2111	49568	1053	9317	5676	-4352	4554	65000		
12:45	65975	65000	0	1629	2129	49631	1010	9943	5660	-4030	4595	65500		
13:00	65222	65600	0	1582	2096	49457	1019	9465	5663	-4061	4538	66000		
13:15	64253	64400	0	1613	2114	49430	1061	8882	5639	-4487	4566	64600		
13:30	63223	63200	0	1561	2088	49189	1046	8006	5638	-4308	4506	63200		
13:45	62733	62650	0	1535	2100	49354	1002	7304	5649	-4213	4489	62650		
14:00	62213	62100	0	1422	2088	48950	999	6965	5631	-3845	4370	62100		
14:15	62003	61850	0	1635	2130	49528	1043	6450	5574	-4361	4567	61850		
14:30	61481	61600	0	1482	2119	49162	1026	5964	5597	-3871	4424	61600		
14:45	60983	60800	0	1501	2110	48962	1037	5560	5593	-3781	4438	60800		
15:00	60139	60000	0	1422	2115	48748	992	5298	5591	-4029	4364	60000		
15:15	59986	59750	0	1562	2086	49220	998	5577	5547	-5006	4469	59700		
15:30	59478	59500	0	1460	2119	48983	1004	5386	5533	-5008	4378	59400		
15:45	59105	58900	0	1401	2079	48727	1021	5263	5531	-4919	4307	58800		
16:00	58862	58300	0	1422	2071	48653	1024	5535	5563	-5407	4336	58200		
16:15	58734	58400	0	1504	2047	48823	1024	7596	5455	-7717	4363	58300		
16:30	58905	58500	0	1501	2071	48963	1085	7514	5510	-7740	4390	58400		
16:45	58919	58950	0	1454	2089	48826	1111	7795	5496	-7853	4346	58800		
17:00	59695	59400	0	1507	2044	48844	1157	8533	5542	-7934	4400	59200		
17:15	60890	60800	0	1365	2000	48743	1212	9350	5451	-7231	4210	60600		
17:30	62388	62200	0	1452	2124	49387	1238	9738	5502	-7056	4360	62000		
17:45	64148	63550	0	1528	2108	49581	1260	11249	5495	-7075	4424	63350		
18:00	65070	64900	0	1557	2154	49529	1295	11476	5540	-6484	4486	64700		
18:15	65627	65600	0	1475	2080	49471	1312	10901	5496	-5111	4364	65350		
18:30	66360	66300	0	1490	2135	49505	1360	10966	5499	-4597	4399	66000		
18:45	66814	66850	0	1543	2129	49656	1354	11368	5491	-4729	4444	66550		
19:00	67068	67400	0	1555	2101	49672	1361	11354	5531	-4508	4462	67100		
19:15	66683	66950	0	1554	2137	49649	1371	10378	5493	-3899	4458	66650		
19:30	66030	66500	0	1459	2183	49588	1345	9762	5531	-3841	4400	66200		
19:45	65280	65750	0	1465	2185	49677	1302	8881	5512	-3745	4398	65450		
20:00	64451	65000	0	1406	2156	49699	1271	8713	5521	-4317	4335	64700		
20:15	63575	64350	0	1583	2200	49786	1228	8568	5534	-5326	4525	64050		
20:30	62731	63700	0	1517	2123	49767	1194	7483	5536	-4890	4435	63400		
20:45	62067	62950	0	1632	2119	49536	1195	6840	5536	-4792	4544	62700		
21:00	61416	62200	0	1510	2166	49350	1164	6692	5552	-5019	4450	62000		
21:15	60666	61450	0	1620	2204	49643	1162	6032	5545	-5542	4567	61250		
21:30	60275	60700	0	1588	2146	49488	1131	5703	5548	-5331	4516	60500		
21:45	59762	60200	0	1632	2171	49442	1164	5378	5547	-5574	4568	60000		
22:00	59125	59700	0	1462	2175	48910	1152	5317	5551	-5445	4407	59500		
22:15	60172	60500	0	1420	2190	48928	1133	5169	5555	-4224	4373	60300		
22:30	60533	61300	0	1438	2177	48961	1122	5372	5553	-4091	4386	61100		
22:45	63144	62350	0	1654	2189	49628	1083	6691	5560	-3663	4600	62150		
23:00	62389	63400	0	1567	2225	49454	1110	6486	5562	-4016	4530	63200		
23:15	62462	62650	0	1570	2197	49482	1092	5892	5557	-3331	4522	62500		
23:30	61863	61900	0	1464	2154	49234	1089	5720	5564	-3364	4407	61800		
23:45	62420	61650	0	1634	2136	49366	1073	5818	5549	-3158	4557	61600		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
